Time (s) - Plot 0	Resistivity (Ohm*cm) - Plot 0	
1700,63	1,63E+0	
1702,14	1,63E+0	
1703,65	1,63E+0	
1705,15	1,63E+0	
1706,66	1,63E+0	
1708,17	1,63E+0	
1709,68	1,63E+0	
1711,19	1,63E+0	
1712,7	1,63E+0	
1714,2	1,63E+0	
1715,71	1,63E+0	
1717,22	1,63E+0	
1718,73	1,63E+0	
1720,24	1,62E+0	
1721,75	1,62E+0	
1723,26	1,62E+0	
1724,76	1,62E+0	
1726,27	1,62E+0	
1727,78	1,62E+0	
1729,29	1,62E+0	
1730,8	1,62E+0	
1732,31	1,62E+0	
1733,81	1,62E+0	
1735,32	1,62E+0	
1736,83	1,62E+0	
1738,34	1,62E+0	
1739,85	1,62E+0	
1741,36	1,61E+0	
1742,86	1,61E+0	
1744,37	1,61E+0	
1745,88	1,61E+0	
1747,39	1,61E+0	
1748,9	1,61E+0	
1750,4	1,61E+0	
1751,91	1,61E+0	
1753,42	1,61E+0	
1754,93	1,61E+0	
1756,44	1,61E+0	
1757,95	1,61E+0	
1759,45	1,61E+0	
1760,96	1,61E+0	
1762,48	1,61E+0	
1763,98	1,61E+0	
1765,49	1,6E+0	
1767	1,6E+0	
1768,51	1,6E+0	
1770,02	1,6E+0	
1771,53	1,6E+0	
1773,03	1,6E+0	
1774,54	1,6E+0	
1776,05	1,6E+0	
1777,56	1,6E+0	
1779,07	1,6E+0	
1780,58	1,6E+0	
1782,09	1,6E+0	
1783,6	1,6E+0	
1785,1	1,6E+0	
1786,61	1,59E+0	
1788,12	1,59E+0	
1789,63	1,59E+0	
1791,15	1,59E+0	
1792,66	1,59E+0	
1794,17	1,59E+0	
1795,68	1,59E+0	
1797,19	1,59E+0	
1798,7	1,59E+0	
1800,21	1,59E+0	
1801,72	1,59E+0	
1803,22	1,59E+0	
1804,73	1,59E+0	
1806,24	1,59E+0	
1807,75	1,58E+0	
1809,26	1,58E+0	
1810,76	1,58E+0	
1812,27	1,58E+0	
1813,78	1,58E+0	
1815,29	1,58E+0	
1816,8	1,58E+0	
1818,31	1,58E+0	
1819,82	1,58E+0	
1821,33	1,58E+0	
1822,84	1,58E+0	
1824,35	1,58E+0	
1825,85	1,58E+0	
1827,36	1,58E+0	
1828,87	1,58E+0	
1830,38	1,58E+0	
1831,89	1,58E+0	
1833,4	1,57E+0	
1834,9	1,57E+0	
1836,41	1,57E+0	
1837,92	1,57E+0	
1839,43	1,57E+0	
1840,94	1,57E+0	
1842,45	1,57E+0	
1843,96	1,57E+0	
1845,47	1,57E+0	
1846,98	1,57E+0	
1848,49	1,57E+0	
1849,99	1,57E+0	
1851,5	1,57E+0	
1853,01	1,57E+0	
1854,52	1,56E+0	
1856,03	1,56E+0	
1857,54	1,56E+0	
1859,05	1,56E+0	
1860,56	1,56E+0	
1862,07	1,56E+0	
1863,58	1,56E+0	
1865,09	1,56E+0	
1866,59	1,56E+0	
1868,1	1,56E+0	
1869,61	1,56E+0	
1871,12	1,56E+0	
1872,63	1,56E+0	
1874,14	1,56E+0	
1875,65	1,56E+0	
1877,15	1,56E+0	
1878,66	1,55E+0	
1880,17	1,55E+0	
1881,68	1,55E+0	
1883,19	1,56E+0	
1884,7	1,55E+0	
1886,21	1,55E+0	
1887,71	1,55E+0	
1889,22	1,55E+0	
1890,73	1,55E+0	
1892,24	1,55E+0	
1893,75	1,55E+0	
1895,25	1,55E+0	
1896,76	1,55E+0	
1898,27	1,55E+0	
1899,78	1,55E+0	
1901,29	1,55E+0	
1902,8	1,55E+0	
1904,31	1,55E+0	
1905,82	1,54E+0	
1907,32	1,54E+0	
1908,83	1,54E+0	
1910,34	1,54E+0	
1911,85	1,54E+0	
1913,36	1,54E+0	
1914,87	1,54E+0	
1916,38	1,54E+0	
1917,89	1,54E+0	
1919,4	1,54E+0	
1920,9	1,54E+0	
1922,41	1,54E+0	
1923,92	1,54E+0	
1925,43	1,54E+0	
1926,94	1,54E+0	
1928,45	1,54E+0	
1929,95	1,53E+0	
1931,46	1,53E+0	
1932,97	1,53E+0	
1934,48	1,53E+0	
1935,99	1,53E+0	
1937,5	1,53E+0	
1939,01	1,53E+0	
1940,52	1,53E+0	
1942,02	1,53E+0	
1943,53	1,53E+0	
1945,04	1,53E+0	
1946,55	1,53E+0	
1948,08	1,53E+0	
1949,59	1,53E+0	
1951,1	1,53E+0	
1952,61	1,53E+0	
1954,12	1,52E+0	
1955,63	1,52E+0	
1957,14	1,52E+0	
1958,65	1,52E+0	
1960,15	1,52E+0	
1961,66	1,52E+0	
1963,17	1,52E+0	
1964,68	1,52E+0	
1966,19	1,52E+0	
1967,7	1,52E+0	
1969,21	1,52E+0	
1970,72	1,52E+0	
1972,23	1,52E+0	
1973,73	1,52E+0	
1975,24	1,51E+0	
1976,75	1,51E+0	
1978,26	1,51E+0	
1979,77	1,51E+0	
1981,28	1,51E+0	
1982,78	1,51E+0	
1984,29	1,51E+0	
1985,8	1,51E+0	
1987,31	1,51E+0	
1988,82	1,51E+0	
1990,32	1,51E+0	
1991,83	1,51E+0	
1993,34	1,51E+0	
1994,85	1,51E+0	
1996,36	1,51E+0	
1997,87	1,5E+0	
1999,37	1,51E+0	
2000,88	1,5E+0	
2002,39	1,5E+0	
2003,9	1,5E+0	
2005,41	1,5E+0	
2006,92	1,5E+0	
2008,43	1,5E+0	
2009,94	1,5E+0	
2011,44	1,5E+0	
2012,95	1,5E+0	
2014,46	1,5E+0	
2015,97	1,5E+0	
2017,48	1,5E+0	
2018,99	1,5E+0	
2020,5	1,5E+0	
2022,01	1,49E+0	
2023,52	1,49E+0	
2025,02	1,49E+0	
2026,53	1,49E+0	
2028,04	1,49E+0	
2029,55	1,49E+0	
2031,06	1,49E+0	
2032,57	1,49E+0	
2034,08	1,49E+0	
2035,59	1,49E+0	
2037,09	1,49E+0	
2038,6	1,49E+0	
2040,11	1,49E+0	
2041,62	1,49E+0	
2043,13	1,49E+0	
2044,64	1,49E+0	
2046,15	1,49E+0	
2047,65	1,49E+0	
2049,16	1,48E+0	
2050,67	1,48E+0	
2052,18	1,48E+0	
2053,69	1,48E+0	
2055,2	1,48E+0	
2056,71	1,48E+0	
2058,22	1,48E+0	
2059,72	1,48E+0	
2061,23	1,48E+0	
2062,74	1,48E+0	
2064,25	1,48E+0	
2065,76	1,48E+0	
2067,27	1,48E+0	
2068,78	1,48E+0	
2070,29	1,47E+0	
2071,8	1,48E+0	
2073,31	1,47E+0	
2074,82	1,47E+0	
2076,33	1,47E+0	
2077,84	1,47E+0	
2079,36	1,47E+0	
2080,87	1,47E+0	
2082,38	1,47E+0	
2083,89	1,47E+0	
2085,39	1,47E+0	
2086,91	1,47E+0	
2088,42	1,47E+0	
2089,93	1,47E+0	
2091,44	1,47E+0	
2092,95	1,46E+0	
2094,46	1,47E+0	
2095,97	1,46E+0	
2097,48	1,46E+0	
2099	1,46E+0	
2100,51	1,46E+0	
2102,02	1,46E+0	
2103,52	1,46E+0	
2105,04	1,46E+0	
2106,55	1,46E+0	
2108,06	1,46E+0	
2109,57	1,46E+0	
2111,08	1,46E+0	
2112,59	1,46E+0	
2114,1	1,46E+0	
2115,61	1,46E+0	
2117,12	1,45E+0	
2118,63	1,45E+0	
2120,14	1,45E+0	
2121,65	1,45E+0	
2123,16	1,45E+0	
2124,67	1,45E+0	
2126,18	1,45E+0	
2127,69	1,45E+0	
2129,2	1,45E+0	
2130,71	1,45E+0	
2132,22	1,45E+0	
2133,73	1,45E+0	
2135,24	1,45E+0	
2136,75	1,45E+0	
2138,26	1,45E+0	
2139,77	1,45E+0	
2141,29	1,45E+0	
2142,79	1,45E+0	
2144,31	1,45E+0	
2145,82	1,44E+0	
2147,33	1,44E+0	
2148,84	1,44E+0	
2150,35	1,44E+0	
2151,86	1,44E+0	
2153,37	1,44E+0	
2154,88	1,44E+0	
2156,39	1,44E+0	
2157,9	1,44E+0	
2159,41	1,44E+0	
2160,92	1,44E+0	
2162,43	1,44E+0	
2163,94	1,44E+0	
2165,45	1,44E+0	
2166,96	1,43E+0	
2168,48	1,43E+0	
2169,99	1,43E+0	
2171,5	1,43E+0	
2173,01	1,43E+0	
2174,52	1,43E+0	
2176,02	1,43E+0	
2177,54	1,43E+0	
2179,05	1,43E+0	
2180,56	1,43E+0	
2182,07	1,43E+0	
2183,58	1,43E+0	
2185,09	1,43E+0	
2186,6	1,43E+0	
2188,11	1,43E+0	
2189,62	1,43E+0	
2191,13	1,43E+0	
2192,64	1,42E+0	
2194,15	1,42E+0	
2195,66	1,42E+0	
2197,17	1,42E+0	
2198,68	1,42E+0	
2200,19	1,42E+0	
2201,7	1,42E+0	
2203,21	1,42E+0	
2204,73	1,42E+0	
2206,23	1,42E+0	
2207,75	1,42E+0	
2209,25	1,42E+0	
2210,77	1,42E+0	
2212,27	1,42E+0	
2213,79	1,42E+0	
2215,3	1,42E+0	
2216,81	1,42E+0	
2218,32	1,41E+0	
2219,83	1,41E+0	
2221,34	1,41E+0	
2222,85	1,41E+0	
2224,36	1,41E+0	
2225,87	1,41E+0	
2227,38	1,41E+0	
2228,89	1,41E+0	
2230,4	1,41E+0	
2231,91	1,41E+0	
2233,42	1,41E+0	
2234,93	1,41E+0	
2236,44	1,41E+0	
2237,95	1,4E+0	
2239,46	1,41E+0	
2240,97	1,41E+0	
2242,48	1,4E+0	
2243,99	1,4E+0	
2245,5	1,4E+0	
2247,01	1,4E+0	
2248,52	1,4E+0	
2250,03	1,4E+0	
2251,54	1,4E+0	
2253,05	1,4E+0	
2254,56	1,4E+0	
2256,07	1,4E+0	
2257,58	1,4E+0	
2259,09	1,4E+0	
2260,6	1,4E+0	
2262,12	1,4E+0	
2263,62	1,4E+0	
2265,14	1,4E+0	
2266,64	1,4E+0	
2268,16	1,39E+0	
2269,67	1,39E+0	
2271,18	1,39E+0	
2272,69	1,39E+0	
2274,2	1,39E+0	
2275,71	1,39E+0	
2277,22	1,39E+0	
2278,73	1,39E+0	
2280,24	1,39E+0	
2281,75	1,39E+0	
2283,26	1,39E+0	
2284,77	1,39E+0	
2286,27	1,39E+0	
2287,78	1,39E+0	
2289,29	1,39E+0	
2290,8	1,39E+0	
2292,31	1,38E+0	
2293,82	1,38E+0	
2295,33	1,38E+0	
2296,84	1,38E+0	
2298,35	1,38E+0	
2299,86	1,38E+0	
2301,36	1,38E+0	
2302,87	1,38E+0	
2304,38	1,38E+0	
2305,89	1,38E+0	
2307,4	1,38E+0	
2308,91	1,38E+0	
2310,42	1,38E+0	
2311,93	1,38E+0	
2313,44	1,38E+0	
2314,95	1,38E+0	
2316,46	1,38E+0	
2317,97	1,37E+0	
2319,48	1,37E+0	
2320,99	1,37E+0	
2322,49	1,37E+0	
2324	1,37E+0	
2325,51	1,37E+0	
2327,02	1,37E+0	
2328,53	1,37E+0	
2330,04	1,37E+0	
2331,55	1,37E+0	
2333,06	1,37E+0	
2334,57	1,37E+0	
2336,08	1,37E+0	
2337,59	1,37E+0	
2339,1	1,37E+0	
2340,6	1,37E+0	
2342,11	1,37E+0	
2343,62	1,36E+0	
2345,13	1,36E+0	
2346,64	1,36E+0	
2348,15	1,36E+0	
2349,66	1,36E+0	
2351,17	1,36E+0	
2352,68	1,36E+0	
2354,19	1,36E+0	
2355,69	1,36E+0	
2357,2	1,36E+0	
2358,71	1,36E+0	
2360,22	1,36E+0	
2361,73	1,36E+0	
2363,24	1,36E+0	
2364,75	1,36E+0	
2366,26	1,36E+0	
2367,76	1,35E+0	
2369,27	1,35E+0	
2370,78	1,36E+0	
2372,29	1,35E+0	
2373,8	1,35E+0	
2375,31	1,35E+0	
2376,82	1,35E+0	
2378,32	1,35E+0	
2379,84	1,35E+0	
2381,34	1,35E+0	
2382,85	1,35E+0	
2384,36	1,35E+0	
2385,87	1,35E+0	
2387,38	1,35E+0	
2388,89	1,35E+0	
2390,4	1,35E+0	
2391,9	1,35E+0	
2393,41	1,35E+0	
2394,92	1,34E+0	
2396,43	1,34E+0	
2397,94	1,35E+0	
2399,45	1,34E+0	
2400,96	1,34E+0	
2402,47	1,34E+0	
2403,98	1,34E+0	
2405,48	1,34E+0	
2406,99	1,34E+0	
2408,5	1,34E+0	
2410,01	1,34E+0	
2411,52	1,34E+0	
2413,03	1,34E+0	
2414,53	1,34E+0	
2416,04	1,34E+0	
2417,55	1,34E+0	
2419,06	1,34E+0	
2420,57	1,34E+0	
2422,08	1,34E+0	
2423,59	1,34E+0	
2425,1	1,33E+0	
2426,61	1,33E+0	
2428,11	1,33E+0	
2429,62	1,33E+0	
2431,13	1,33E+0	
2432,64	1,33E+0	
2434,15	1,33E+0	
2435,66	1,33E+0	
2437,17	1,33E+0	
2438,68	1,33E+0	
2440,19	1,33E+0	
2441,7	1,33E+0	
2443,2	1,33E+0	
2444,71	1,33E+0	
2446,22	1,32E+0	
2447,73	1,33E+0	
2449,24	1,32E+0	
2450,75	1,32E+0	
2452,26	1,32E+0	
2453,77	1,32E+0	
2455,27	1,32E+0	
2456,79	1,32E+0	
2458,3	1,32E+0	
2459,8	1,32E+0	
2461,31	1,32E+0	
2462,82	1,32E+0	
2464,33	1,32E+0	
2465,84	1,32E+0	
2467,35	1,32E+0	
2468,86	1,32E+0	
2470,37	1,32E+0	
2471,88	1,32E+0	
2473,39	1,31E+0	
2474,9	1,32E+0	
2476,41	1,31E+0	
2477,92	1,31E+0	
2479,43	1,31E+0	
2480,94	1,31E+0	
2482,45	1,31E+0	
2483,96	1,31E+0	
2485,47	1,31E+0	
2486,98	1,31E+0	
2488,48	1,31E+0	
2489,99	1,31E+0	
2491,5	1,31E+0	
2493,01	1,31E+0	
2494,52	1,31E+0	
2496,03	1,31E+0	
2497,54	1,3E+0	
2499,05	1,31E+0	
2500,56	1,3E+0	
2502,07	1,3E+0	
2503,58	1,3E+0	
2505,09	1,3E+0	
2506,6	1,3E+0	
2508,1	1,3E+0	
2509,61	1,3E+0	
2511,12	1,3E+0	
2512,63	1,3E+0	
2514,14	1,3E+0	
2515,65	1,3E+0	
2517,16	1,3E+0	
2518,67	1,3E+0	
2520,18	1,3E+0	
2521,69	1,3E+0	
2523,2	1,3E+0	
2524,71	1,29E+0	
2526,22	1,29E+0	
2527,73	1,29E+0	
2529,24	1,29E+0	
2530,74	1,29E+0	
2532,25	1,29E+0	
2533,76	1,29E+0	
2535,27	1,29E+0	
2536,78	1,29E+0	
2538,29	1,29E+0	
2539,8	1,29E+0	
2541,31	1,29E+0	
2542,82	1,29E+0	
2544,33	1,29E+0	
2545,84	1,29E+0	
2547,35	1,29E+0	
2548,86	1,28E+0	
2550,37	1,29E+0	
2551,88	1,29E+0	
2553,39	1,28E+0	
2554,9	1,28E+0	
2556,41	1,28E+0	
2557,92	1,28E+0	
2559,43	1,28E+0	
2560,94	1,28E+0	
2562,45	1,28E+0	
2563,96	1,28E+0	
2565,47	1,28E+0	
2566,98	1,28E+0	
2568,48	1,28E+0	
2569,99	1,28E+0	
2571,5	1,28E+0	
2573,01	1,28E+0	
2574,52	1,27E+0	
2576,04	1,27E+0	
2577,55	1,28E+0	
2579,07	1,27E+0	
2580,65	1,27E+0	
2582,23	1,27E+0	
2583,77	1,27E+0	
2585,3	1,27E+0	
2586,81	1,27E+0	
2588,32	1,27E+0	
2589,83	1,27E+0	
2591,34	1,27E+0	
2592,85	1,27E+0	
2594,36	1,27E+0	
2595,88	1,27E+0	
2597,39	1,27E+0	
2598,9	1,27E+0	
2600,41	1,27E+0	
2601,92	1,27E+0	
2603,43	1,26E+0	
2604,93	1,26E+0	
2606,44	1,26E+0	
2607,95	1,26E+0	
2609,46	1,26E+0	
2610,97	1,26E+0	
2612,47	1,26E+0	
2613,98	1,26E+0	
2615,49	1,26E+0	
2617	1,26E+0	
2618,51	1,26E+0	
2620,08	1,26E+0	
2621,68	1,26E+0	
2623,18	1,26E+0	
2624,69	1,26E+0	
2626,2	1,26E+0	
2627,71	1,26E+0	
2629,22	1,26E+0	
2630,73	1,25E+0	
2632,24	1,26E+0	
2633,75	1,25E+0	
2635,26	1,25E+0	
2636,77	1,25E+0	
2638,28	1,25E+0	
2639,79	1,25E+0	
2641,3	1,25E+0	
2642,81	1,25E+0	
2644,32	1,25E+0	
2645,83	1,25E+0	
2647,34	1,25E+0	
2648,85	1,25E+0	
2650,36	1,25E+0	
2651,86	1,25E+0	
2653,37	1,25E+0	
2654,88	1,24E+0	
2656,39	1,25E+0	
2657,9	1,25E+0	
2659,41	1,24E+0	
2660,92	1,24E+0	
2662,43	1,24E+0	
2663,94	1,24E+0	
2665,45	1,24E+0	
2666,96	1,24E+0	
2668,47	1,24E+0	
2669,98	1,24E+0	
2671,49	1,24E+0	
2673	1,24E+0	
2674,5	1,24E+0	
2676,01	1,24E+0	
2677,52	1,24E+0	
2679,03	1,24E+0	
2680,54	1,24E+0	
2682,05	1,24E+0	
2683,55	1,24E+0	
2685,06	1,24E+0	
2686,57	1,23E+0	
2688,09	1,23E+0	
2689,59	1,23E+0	
2691,1	1,23E+0	
2692,61	1,23E+0	
2694,12	1,23E+0	
2695,63	1,23E+0	
2697,14	1,23E+0	
2698,65	1,23E+0	
2700,16	1,23E+0	
2701,66	1,23E+0	
2703,18	1,23E+0	
2704,68	1,23E+0	
2706,19	1,23E+0	
2707,7	1,23E+0	
2709,21	1,23E+0	
2710,72	1,23E+0	
2712,23	1,23E+0	
2713,74	1,23E+0	
2715,25	1,23E+0	
2716,76	1,22E+0	
2718,27	1,22E+0	
2719,77	1,22E+0	
2721,28	1,22E+0	
2722,79	1,22E+0	
2724,3	1,22E+0	
2725,81	1,22E+0	
2727,32	1,22E+0	
2728,83	1,22E+0	
2730,34	1,22E+0	
2731,85	1,22E+0	
2733,36	1,22E+0	
2734,87	1,22E+0	
2736,38	1,22E+0	
2737,89	1,22E+0	
2739,4	1,22E+0	
2740,91	1,22E+0	
2742,42	1,22E+0	
2743,93	1,21E+0	
2745,44	1,21E+0	
2746,95	1,21E+0	
2748,46	1,21E+0	
2749,97	1,21E+0	
2751,48	1,21E+0	
2752,98	1,21E+0	
2754,49	1,21E+0	
2756	1,21E+0	
2757,51	1,21E+0	
2759,02	1,21E+0	
2760,53	1,21E+0	
2762,04	1,21E+0	
2763,55	1,21E+0	
2765,06	1,21E+0	
2766,57	1,21E+0	
2768,07	1,21E+0	
2769,58	1,21E+0	
2771,09	1,21E+0	
2772,6	1,2E+0	
2774,11	1,2E+0	
2775,61	1,2E+0	
2777,12	1,2E+0	
2778,63	1,2E+0	
2780,14	1,2E+0	
2781,65	1,2E+0	
2783,16	1,2E+0	
2784,67	1,2E+0	
2786,18	1,2E+0	
2787,69	1,2E+0	
2789,2	1,2E+0	
2790,7	1,2E+0	
2792,22	1,2E+0	
2793,72	1,2E+0	
2795,23	1,2E+0	
2796,74	1,2E+0	
2798,25	1,2E+0	
2799,76	1,2E+0	
2801,27	1,2E+0	
2802,78	1,2E+0	
2804,28	1,19E+0	
2805,8	1,19E+0	
2807,3	1,19E+0	
2808,81	1,19E+0	
2810,32	1,19E+0	
2811,83	1,19E+0	
2813,34	1,19E+0	
2814,85	1,19E+0	
2816,36	1,19E+0	
2817,87	1,19E+0	
2819,38	1,19E+0	
2820,89	1,19E+0	
2822,4	1,19E+0	
2823,91	1,19E+0	
2825,41	1,19E+0	
2826,93	1,19E+0	
2828,43	1,19E+0	
2829,94	1,19E+0	
2831,45	1,19E+0	
2832,96	1,18E+0	
2834,47	1,18E+0	
2835,98	1,18E+0	
2837,49	1,18E+0	
2839	1,18E+0	
2840,51	1,18E+0	
2842,02	1,18E+0	
2843,53	1,18E+0	
2845,04	1,18E+0	
2846,55	1,18E+0	
2848,06	1,18E+0	
2849,57	1,18E+0	
2851,08	1,18E+0	
2852,59	1,18E+0	
2854,1	1,18E+0	
2855,61	1,18E+0	
2857,11	1,18E+0	
2858,62	1,18E+0	
2860,13	1,18E+0	
2861,64	1,17E+0	
2863,15	1,17E+0	
2864,66	1,17E+0	
2866,17	1,17E+0	
2867,68	1,17E+0	
2869,19	1,17E+0	
2870,7	1,17E+0	
2872,21	1,17E+0	
2873,72	1,17E+0	
2875,23	1,17E+0	
2876,74	1,17E+0	
2878,25	1,17E+0	
2879,76	1,17E+0	
2881,27	1,17E+0	
2882,78	1,17E+0	
2884,29	1,17E+0	
2885,8	1,17E+0	
2887,31	1,17E+0	
2888,82	1,17E+0	
2890,32	1,17E+0	
2891,83	1,16E+0	
2893,34	1,16E+0	
2894,85	1,16E+0	
2896,36	1,16E+0	
2897,87	1,16E+0	
2899,38	1,16E+0	
2900,89	1,16E+0	
2902,4	1,16E+0	
2903,91	1,16E+0	
2905,42	1,16E+0	
2906,93	1,16E+0	
2908,44	1,16E+0	
2909,95	1,16E+0	
2911,46	1,16E+0	
2912,97	1,16E+0	
2914,48	1,16E+0	
2915,98	1,16E+0	
2917,49	1,16E+0	
2919	1,16E+0	
2920,51	1,15E+0	
2922,02	1,15E+0	
2923,53	1,15E+0	
2925,04	1,15E+0	
2926,55	1,15E+0	
2928,06	1,15E+0	
2929,57	1,15E+0	
2931,08	1,15E+0	
2932,59	1,15E+0	
2934,1	1,15E+0	
2935,6	1,15E+0	
2937,11	1,15E+0	
2938,62	1,15E+0	
2940,13	1,15E+0	
2941,64	1,15E+0	
2943,15	1,15E+0	
2944,66	1,15E+0	
2946,17	1,15E+0	
2947,67	1,15E+0	
2949,18	1,15E+0	
2950,69	1,15E+0	
2952,2	1,14E+0	
2953,71	1,14E+0	
2955,22	1,14E+0	
2956,73	1,14E+0	
2958,24	1,14E+0	
2959,75	1,14E+0	
2961,26	1,14E+0	
2962,76	1,14E+0	
2964,27	1,14E+0	
2965,78	1,14E+0	
2967,29	1,14E+0	
2968,8	1,14E+0	
2970,31	1,14E+0	
2971,82	1,14E+0	
2973,33	1,14E+0	
2974,84	1,14E+0	
2976,35	1,14E+0	
2977,86	1,14E+0	
2979,36	1,14E+0	
2980,87	1,14E+0	
2982,38	1,14E+0	
2983,89	1,13E+0	
2985,4	1,13E+0	
2986,91	1,13E+0	
2988,42	1,13E+0	
2989,93	1,13E+0	
2991,44	1,13E+0	
2992,95	1,13E+0	
2994,46	1,13E+0	
2995,97	1,13E+0	
2997,48	1,13E+0	
2998,98	1,13E+0	
3000,49	1,13E+0	
3002	1,13E+0	
3003,51	1,13E+0	
3005,02	1,13E+0	
3006,53	1,13E+0	
3008,04	1,13E+0	
3009,55	1,13E+0	
3011,06	1,13E+0	
3012,57	1,13E+0	
3014,08	1,13E+0	
3015,59	1,12E+0	
3017,1	1,12E+0	
3018,61	1,12E+0	
3020,11	1,12E+0	
3021,62	1,12E+0	
3023,13	1,12E+0	
3024,64	1,12E+0	
3026,15	1,12E+0	
3027,68	1,12E+0	
3029,19	1,12E+0	
3030,7	1,12E+0	
3032,21	1,12E+0	
3033,72	1,12E+0	
3035,23	1,12E+0	
3036,74	1,12E+0	
3038,25	1,12E+0	
3039,76	1,12E+0	
3041,27	1,12E+0	
3042,78	1,12E+0	
3044,29	1,11E+0	
3045,8	1,11E+0	
3047,31	1,11E+0	
3048,82	1,11E+0	
3050,33	1,11E+0	
3051,84	1,11E+0	
3053,35	1,11E+0	
3054,86	1,11E+0	
3056,36	1,11E+0	
3057,87	1,11E+0	
3059,38	1,11E+0	
3060,89	1,11E+0	
3062,4	1,11E+0	
3063,91	1,11E+0	
3065,42	1,11E+0	
3066,94	1,11E+0	
3068,45	1,11E+0	
3069,96	1,11E+0	
3071,47	1,1E+0	
3072,98	1,1E+0	
3074,49	1,1E+0	
3076	1,1E+0	
3077,51	1,1E+0	
3079,02	1,1E+0	
3080,53	1,1E+0	
3082,04	1,1E+0	
3083,55	1,1E+0	
3085,06	1,1E+0	
3086,57	1,1E+0	
3088,07	1,1E+0	
3089,59	1,1E+0	
3091,09	1,1E+0	
3092,6	1,1E+0	
3094,11	1,1E+0	
3095,62	1,1E+0	
3097,13	1,1E+0	
3098,64	1,1E+0	
3100,15	1,1E+0	
3101,66	1,1E+0	
3103,17	1,09E+0	
3104,67	1,09E+0	
3106,18	1,09E+0	
3107,69	1,09E+0	
3109,2	1,09E+0	
3110,71	1,09E+0	
3112,22	1,09E+0	
3113,73	1,09E+0	
3115,24	1,09E+0	
3116,75	1,09E+0	
3118,26	1,09E+0	
3119,76	1,09E+0	
3121,27	1,09E+0	
3122,78	1,09E+0	
3124,29	1,09E+0	
3125,8	1,09E+0	
3127,31	1,09E+0	
3128,82	1,09E+0	
3130,33	1,09E+0	
3131,84	1,09E+0	
3133,35	1,09E+0	
3134,86	1,08E+0	
3136,36	1,08E+0	
3137,87	1,08E+0	
3139,38	1,08E+0	
3140,89	1,08E+0	
3142,4	1,08E+0	
3143,91	1,08E+0	
3145,42	1,08E+0	
3146,93	1,08E+0	
3148,44	1,08E+0	
3149,95	1,08E+0	
3151,46	1,08E+0	
3152,97	1,08E+0	
3154,48	1,08E+0	
3155,99	1,08E+0	
3157,5	1,08E+0	
3159,01	1,08E+0	
3160,52	1,08E+0	
3162,03	1,08E+0	
3163,53	1,08E+0	
3165,05	1,08E+0	
3166,55	1,08E+0	
3168,06	1,07E+0	
3169,57	1,07E+0	
3171,08	1,07E+0	
3172,59	1,07E+0	
3174,1	1,07E+0	
3175,61	1,07E+0	
3177,12	1,07E+0	
3178,63	1,07E+0	
3180,14	1,07E+0	
3181,65	1,07E+0	
3183,16	1,07E+0	
3184,67	1,07E+0	
3186,18	1,07E+0	
3187,69	1,07E+0	
3189,2	1,07E+0	
3190,7	1,07E+0	
3192,22	1,07E+0	
3193,73	1,07E+0	
3195,23	1,07E+0	
3196,74	1,06E+0	
3198,25	1,07E+0	
3199,76	1,06E+0	
3201,27	1,06E+0	
3202,78	1,06E+0	
3204,29	1,06E+0	
3205,8	1,06E+0	
3207,31	1,06E+0	
3208,82	1,06E+0	
3210,33	1,06E+0	
3211,84	1,06E+0	
3213,35	1,06E+0	
3214,86	1,06E+0	
3216,37	1,06E+0	
3217,88	1,06E+0	
3219,39	1,06E+0	
3220,97	1,06E+0	
3222,48	1,06E+0	
3223,98	1,06E+0	
3225,49	1,06E+0	
3227	1,06E+0	
3228,51	1,05E+0	
3230,02	1,05E+0	
3231,53	1,05E+0	
3233,04	1,05E+0	
3234,55	1,05E+0	
3236,06	1,05E+0	
3237,57	1,05E+0	
3239,08	1,05E+0	
3240,59	1,05E+0	
3242,1	1,05E+0	
3243,61	1,05E+0	
3245,12	1,05E+0	
3246,63	1,05E+0	
3248,14	1,05E+0	
3249,65	1,05E+0	
3251,16	1,05E+0	
3252,66	1,05E+0	
3254,18	1,05E+0	
3255,68	1,05E+0	
3257,19	1,05E+0	
3258,7	1,05E+0	
3260,21	1,05E+0	
3261,72	1,05E+0	
3263,23	1,04E+0	
3264,74	1,04E+0	
3266,25	1,04E+0	
3267,76	1,04E+0	
3269,27	1,04E+0	
3270,78	1,04E+0	
3272,29	1,04E+0	
3273,8	1,04E+0	
3275,31	1,04E+0	
3276,82	1,04E+0	
3278,33	1,04E+0	
3279,84	1,04E+0	
3281,35	1,04E+0	
3282,86	1,04E+0	
3284,37	1,04E+0	
3285,88	1,04E+0	
3287,39	1,04E+0	
3288,9	1,04E+0	
3290,41	1,04E+0	
3291,92	1,04E+0	
3293,43	1,04E+0	
3294,94	1,03E+0	
3296,44	1,03E+0	
3297,95	1,03E+0	
3299,46	1,03E+0	
3300,97	1,03E+0	
3302,48	1,03E+0	
3303,99	1,03E+0	
3305,5	1,03E+0	
3307,01	1,03E+0	
3308,52	1,03E+0	
3310,03	1,03E+0	
3311,54	1,03E+0	
3313,05	1,03E+0	
3314,56	1,03E+0	
3316,07	1,03E+0	
3317,58	1,03E+0	
3319,09	1,03E+0	
3320,6	1,03E+0	
3322,11	1,03E+0	
3323,62	1,03E+0	
